"","site.code","session","site.accession","tree.accession","id","crowngroup","subplot","rep","species","count","max","min","height.diff","value_dirichlet","vert.density"
"1864","DLIS","4","DLIS004","DLIS09421",10035,"2","9","DLIS004-9","GHFF",6,11.2,9.4,1.8,41.242161632186,0.0808234389618403
"1865","DLIS","5","DLIS005","DLIS01003",12139,"1","1","DLIS005-1","GHFF",12,11.4,9.4,2,199,0.0301507537688442
"1866","DLIS","5","DLIS005","DLIS02085",12221,"2","2","DLIS005-2","GHFF",13,8,6.6,1.4,5.8243683945225,1.59428690919465
"1867","DLIS","5","DLIS005","DLIS02089",12225,"1","2","DLIS005-2","GHFF",3,12.7,12.1,0.6,199,0.0251256281407035
"1868","DLIS","5","DLIS005","DLIS09401",12537,"1","9","DLIS005-9","GHFF",24,12.5,7.3,5.2,199,0.0231928875144956
"1869","DLIS","5","DLIS005","DLIS09410",12546,"1","9","DLIS005-9","GHFF",31,13.6,9.9,3.7,199,0.0421024039114491
"1870","DLIS","5","DLIS005","DLIS09417",12553,"2","9","DLIS005-9","GHFF",26,16.5,10.7,5.8,12.259409884866,0.365658597174692
"1871","DLIS","5","DLIS005","DLIS09421",12557,"2","9","DLIS005-9","GHFF",12,9.6,7.5,2.1,41.242161632186,0.138554466791726
"1872","DLIS","6","DLIS006","DLIS01003",14661,"1","1","DLIS006-1","GHFF",19,11,9.6,1.4,199,0.0681981335247667
"1873","DLIS","6","DLIS006","DLIS01052",14710,"1","1","DLIS006-1","GHFF",3,6.7,5.6,1.1,199,0.0137048880767474
"1874","DLIS","6","DLIS006","DLIS02085",14743,"2","2","DLIS006-2","GHFF",8,11.3,9.2,2.1,5.8243683945225,0.654066424284984
"1875","DLIS","6","DLIS006","DLIS03137",14795,"1","3","DLIS006-3","GHFF",1,6.1,6.1,0,199,NA
"1876","DLIS","6","DLIS006","DLIS03153",14811,"2","3","DLIS006-3","GHFF",2,7.2,6.8,0.4,9.4236639519965,0.53057919143442
"1877","DLIS","6","DLIS006","DLIS09401",15059,"1","9","DLIS006-9","GHFF",26,14.1,12.3,1.8,199,0.0725851479620324
"1878","DLIS","6","DLIS006","DLIS09410",15068,"1","9","DLIS006-9","GHFF",18,13.5,11.7,1.8,199,0.050251256281407
"1879","DLIS","6","DLIS006","DLIS09417",15075,"2","9","DLIS006-9","GHFF",17,13.6,9.6,4,12.259409884866,0.346672477706006
"1880","DLIS","6","DLIS006","DLIS09421",15079,"2","9","DLIS006-9","GHFF",23,11.9,9.1,2.8,41.242161632186,0.199172046013106
"1881","DLIS","7","DLIS007","DLIS01003",17183,"1","1","DLIS007-1","GHFF",32,13.6,9.7,3.9,199,0.0412318000257699
"1882","DLIS","7","DLIS007","DLIS01052",17232,"1","1","DLIS007-1","GHFF",6,12.2,6.9,5.3,199,0.00568882146581967
"1883","DLIS","7","DLIS007","DLIS02063",17243,"3","2","DLIS007-2","GHFF",6,10.3,8.5,1.8,5.8232,0.572422951870678
"1884","DLIS","7","DLIS007","DLIS02082",17262,"3","2","DLIS007-2","GHFF",7,8.4,6.7,1.7,9.871964609668,0.417105127665364
"1885","DLIS","7","DLIS007","DLIS02085",17265,"2","2","DLIS007-2","GHFF",3,10.9,10.9,0,5.8243683945225,NA
"1886","DLIS","7","DLIS007","DLIS03153",17333,"2","3","DLIS007-3","GHFF",7,10.5,8.4,2.1,9.4236639519965,0.35371946095628
"1887","DLIS","7","DLIS007","DLIS03176",17356,"1","3","DLIS007-3","GHFF",54,38.5,13.5,25,199,0.0108542713567839
"1888","DLIS","7","DLIS007","DLIS09397",17577,"3","9","DLIS007-9","GHFF",8,8.3,6,2.3,4.740305072832,0.733763084047078
"1889","DLIS","7","DLIS007","DLIS09401",17581,"1","9","DLIS007-9","GHFF",32,15.8,7.2,8.6,199,0.0186981418721514
"1890","DLIS","7","DLIS007","DLIS09410",17590,"1","9","DLIS007-9","GHFF",34,20.2,10.6,9.6,199,0.0177973199329983
"1891","DLIS","7","DLIS007","DLIS09417",17597,"2","9","DLIS007-9","GHFF",36,15.6,10.8,4.8,12.259409884866,0.611774960657658
"1892","DLIS","7","DLIS007","DLIS09421",17601,"2","9","DLIS007-9","GHFF",24,9.6,8,1.6,41.242161632186,0.363705475328281
"1893","DLIS","8","DLIS008","DLIS01013",19715,"2","1","DLIS008-1","GHFF",4,8.7,8,0.699999999999999,10.829854442889,0.527641968266506
"1894","DLIS","8","DLIS008","DLIS01052",19754,"1","1","DLIS008-1","GHFF",25,17.8,13.4,4.4,199,0.0285518501598904
"1895","DLIS","8","DLIS008","DLIS01053",19755,"2","1","DLIS008-1","GHFF",4,6.7,6.2,0.5,14.219944376115,0.562590105024424
"1896","DLIS","8","DLIS008","DLIS01054",19756,"2","1","DLIS008-1","GHFF",11,8.9,7.3,1.6,16.691951216822,0.411875155318656
"1897","DLIS","8","DLIS008","DLIS02085",19787,"2","2","DLIS008-2","GHFF",3,11.6,11.2,0.4,5.8243683945225,1.28769327281106
"1898","DLIS","8","DLIS008","DLIS03134",19836,"2","3","DLIS008-3","GHFF",3,8.4,7.5,0.9,2.460506203,1.3547347815133
"1899","DLIS","8","DLIS008","DLIS03153",19855,"2","3","DLIS008-3","GHFF",8,12.1,10.9,1.2,9.4236639519965,0.707438921912561
"1900","DLIS","8","DLIS008","DLIS09401",20103,"1","9","DLIS008-9","GHFF",19,15.1,11,4.1,199,0.0232871675450423
"1901","DLIS","8","DLIS008","DLIS09410",20112,"1","9","DLIS008-9","GHFF",29,16.8,13.5,3.3,199,0.0441601949139637
"1902","DLIS","8","DLIS008","DLIS09421",20123,"2","9","DLIS008-9","GHFF",3,14.7,13.4,1.3,41.242161632186,0.0559546885120433
"1903","DLIS","9","DLIS009","DLIS01013",22237,"2","1","DLIS009-1","GHFF",3,8.5,8.3,0.199999999999999,10.829854442889,1.38506016669958
"1904","DLIS","9","DLIS009","DLIS01054",22278,"2","1","DLIS009-1","GHFF",6,8,7.6,0.4,16.691951216822,0.898636702513432
"1905","DLIS","9","DLIS009","DLIS03137",22361,"1","3","DLIS009-3","GHFF",3,14.7,14,0.699999999999999,199,0.0215362526920316
"1906","DLIS","9","DLIS009","DLIS03153",22377,"2","3","DLIS009-3","GHFF",2,11.5,11.4,0.0999999999999996,9.4236639519965,2.12231676573769
"1907","DLIS","9","DLIS009","DLIS09401",22625,"1","9","DLIS009-9","GHFF",23,14.5,11.2,3.3,199,0.0350236028627988
"1908","DLIS","9","DLIS009","DLIS09410",22634,"1","9","DLIS009-9","GHFF",16,17.1,13,4.1,199,0.0196102463537198
"1909","DLIS","9","DLIS009","DLIS09417",22641,"2","9","DLIS009-9","GHFF",13,15.8,13.5,2.3,12.259409884866,0.461047796437655
"1910","DLIS","9","DLIS009","DLIS09421",22645,"2","9","DLIS009-9","GHFF",7,16,13.9,2.1,41.242161632186,0.0808234389618402
"1911","DLIS","10","DLIS010","DLIS01052",24798,"1","1","DLIS010-1","GHFF",3,7.5,6.3,1.2,199,0.0125628140703518
"1912","DLIS","10","DLIS010","DLIS01053",24799,"2","1","DLIS010-1","GHFF",2,7,6.8,0.2,14.219944376115,0.703237631280529
"1913","DLIS","10","DLIS010","DLIS03134",24880,"2","3","DLIS010-3","GHFF",3,7.6,7,0.6,2.460506203,2.03210217226996
"1914","DLIS","10","DLIS010","DLIS03137",24883,"1","3","DLIS010-3","GHFF",2,15.4,15,0.4,199,0.0251256281407035
"1915","DLIS","10","DLIS010","DLIS03153",24899,"2","3","DLIS010-3","GHFF",5,10.9,8.8,2.1,9.4236639519965,0.252656757825915
"1916","DLIS","11","DLIS011","DLIS01013",27281,"2","1","DLIS011-1","GHFF",6,9.2,8.5,0.699999999999999,10.829854442889,0.79146295239976
"1917","DLIS","11","DLIS011","DLIS01053",27321,"2","1","DLIS011-1","GHFF",3,8.5,8.1,0.4,14.219944376115,0.527428223460397
"1918","DLIS","11","DLIS011","DLIS01054",27322,"2","1","DLIS011-1","GHFF",4,8.1,7.8,0.3,16.691951216822,0.798788180011941
"1919","DLIS","11","DLIS011","DLIS03153",27421,"2","3","DLIS011-3","GHFF",2,11.7,11.4,0.299999999999999,9.4236639519965,0.707438921912563
"1920","DLIS","12","DLIS012","DLIS01053",29843,"2","1","DLIS012-1","GHFF",2,8.8,8.2,0.600000000000001,14.219944376115,0.234412543760176
"1921","DLIS","12","DLIS012","DLIS01054",29844,"2","1","DLIS012-1","GHFF",4,8.3,8,0.300000000000001,16.691951216822,0.798788180011938
"1922","DLIS","13","DLIS013","DLIS01053",32365,"2","1","DLIS013-1","GHFF",7,8.9,7.8,1.1,14.219944376115,0.447514856269428
"1923","DLIS","13","DLIS013","DLIS01054",32366,"2","1","DLIS013-1","GHFF",4,8.3,8,0.300000000000001,16.691951216822,0.798788180011938
"1924","DLIS","13","DLIS013","DLIS03134",32446,"2","3","DLIS013-3","GHFF",7,8.3,7.5,0.800000000000001,2.460506203,3.55617880147242
"1925","DLIS","13","DLIS013","DLIS03137",32449,"1","3","DLIS013-3","GHFF",23,22.1,18.4,3.7,199,0.0312372674181719
"1926","DLIS","13","DLIS013","DLIS03153",32465,"2","3","DLIS013-3","GHFF",16,16.1,13.5,2.6,9.4236639519965,0.653020543303902
"1927","DRED","1","DRED001","DRED01012",12,"1","1","DRED001-1","GHFF",2,10.5,10.1,0.4,199,0.0251256281407035
"1928","DRED","1","DRED001","DRED02041",41,"1","2","DRED001-2","GHFF",1,11.6,11.6,0,199,NA
"1929","DRED","1","DRED001","DRED03063",63,"2","3","DRED001-3","GHFF",34,13,9.2,3.8,18.05142344482,0.495659993152515
"1930","DRED","1","DRED001","DRED03095",94,"1","3","DRED001-3","GHFF",8,12.3,9.3,3,199,0.0134003350083752
"1931","DRED","1","DRED001","DRED03097",96,"2","3","DRED001-3","GHFF",2,10.1,7.3,2.8,5.1215092687395,0.139467816380915
"1932","DRED","1","DRED001","DRED03099",98,"2","3","DRED001-3","GHFF",1,13.6,10.5,3.1,11.5941605323835,0.0278226823115218
"1933","DRED","1","DRED001","DRED03100",99,"3","3","DRED001-3","GHFF",1,11.3,7,4.3,5.8232,0.0399364850142334
"1934","DRED","1","DRED001","DRED04116",115,"1","4","DRED001-4","GHFF",28,16.6,11.1,5.5,199,0.0255824577432618
"1935","DRED","1","DRED001","DRED07183",182,"1","7","DRED001-7","GHFF",NA,15.4,9.6,5.8,199,NA
"1936","DRED","1","DRED001","DRED08223",222,"1","8","DRED001-8","GHFF",7,9.9,8.8,1.1,199,0.0319780721790772
"1937","DRED","1","DRED001","DRED08228",227,"2","8","DRED001-8","GHFF",4,10.7,9.1,1.6,8.1937455659175,0.305110767705424
"1938","DSUN","2","DSUN002","DSUN01015",2941,"3","1","DSUN002-1","GHFF",15,16.2,11.8,4.4,5.8232,0.585432564413194
"1939","DSUN","2","DSUN002","DSUN10219",3144,"2","10","DSUN002-10","GHFF",7,15.9,13.9,2,22.7067026217485,0.15413950930276
"1940","DSUN","4","DSUN004","DSUN01004",7974,"2","1","DSUN004-1","GHFF",7,15.9,13.1,2.8,70.0122488752625,0.0357080373814892
"1941","DSUN","4","DSUN004","DSUN01007",7977,"2","1","DSUN004-1","GHFF",3,15.9,13.1,2.8,16.060388014055,0.0667124960175886
"1942","DSUN","4","DSUN004","DSUN02025",7995,"2","2","DSUN004-2","GHFF",12,16,12.5,3.5,27.914595100748,0.122823613102651
"1943","DSUN","4","DSUN004","DSUN02038",8008,"2","2","DSUN004-2","GHFF",7,18.9,14.8,4.1,14.243480802598,0.1198665618912
"1944","DSUN","4","DSUN004","DSUN02044",8014,"2","2","DSUN004-2","GHFF",28,20.1,16.2,3.9,28.436473145208,0.25247459988536
"1945","DSUN","4","DSUN004","DSUN03052",8022,"3","3","DSUN004-3","GHFF",3,11,9.8,1.2,9.0307499074805,0.276831938168187
"1946","DSUN","4","DSUN004","DSUN03053",8023,"2","3","DSUN004-3","GHFF",10,16.1,13.4,2.7,32.6195974129215,0.113542287380793
"1947","DSUN","4","DSUN004","DSUN03061",8031,"2","3","DSUN004-3","GHFF",30,16.3,15.3,1,19.168913606803,1.56503391978109
"1948","DSUN","4","DSUN004","DSUN03064",8034,"2","3","DSUN004-3","GHFF",5,16.5,16,0.5,57.0402493772725,0.175314801551069
"1949","DSUN","4","DSUN004","DSUN03068",8038,"2","3","DSUN004-3","GHFF",4,15,13,2,33.1001886376875,0.0604226163751473
"1950","DSUN","4","DSUN004","DSUN04073",8043,"2","4","DSUN004-4","GHFF",8,13.4,11.1,2.3,36.833072365364,0.0944330908663487
"1951","DSUN","4","DSUN004","DSUN04076",8046,"3","4","DSUN004-4","GHFF",9,11,9.8,1.2,20.410309848651,0.36746134946578
"1952","DSUN","4","DSUN004","DSUN04083",8053,"2","4","DSUN004-4","GHFF",17,12.3,9.1,3.2,84.5301945558125,0.0628473651091898
"1953","DSUN","4","DSUN004","DSUN04085",8055,"3","4","DSUN004-4","GHFF",13,11.4,8.9,2.5,5.8232,0.892979804918258
"1954","DSUN","4","DSUN004","DSUN07129",8099,"2","7","DSUN004-7","GHFF",6,12.2,11.3,0.899999999999999,36.0777549,0.184786073444572
"1955","DSUN","4","DSUN004","DSUN07130",8100,"2","7","DSUN004-7","GHFF",3,11.3,10.8,0.5,30.296237591492,0.198044393528422
"1956","DSUN","4","DSUN004","DSUN07131",8101,"2","7","DSUN004-7","GHFF",3,10.9,10.4,0.5,59.978387597926,0.100036033649685
"1957","DSUN","4","DSUN004","DSUN07137",8107,"2","7","DSUN004-7","GHFF",4,17.2,15.1,2.1,78.1851119357115,0.024362207300133
"1958","DSUN","4","DSUN004","DSUN07146",8116,"2","7","DSUN004-7","GHFF",3,12.8,11.8,1,33.1306303359375,0.0905506466246082
"1959","DSUN","4","DSUN004","DSUN08152",8122,"2","8","DSUN004-8","GHFF",7,16.8,14.8,2,45.9417150541145,0.0761834858772113
"1960","DSUN","4","DSUN004","DSUN08153",8123,"2","8","DSUN004-8","GHFF",5,17,14.2,2.8,25.6440847679995,0.069634549326659
"1961","DSUN","4","DSUN004","DSUN08164",8134,"2","8","DSUN004-8","GHFF",13,17.3,13.4,3.9,64.3910836725885,0.0517670016284001
"1962","DSUN","4","DSUN004","DSUN08168",8138,"2","8","DSUN004-8","GHFF",11,17.5,15.1,2.4,31.430962115533,0.145822241027368
"1963","DSUN","4","DSUN004","DSUN10214",8184,"2","10","DSUN004-10","GHFF",14,16.7,14.9,1.8,41.148758058097,0.189016100237983
"1964","DSUN","4","DSUN004","DSUN10216",8185,"2","10","DSUN004-10","GHFF",12,11.2,9.1,2.1,25.2760453526735,0.226075148804135
"1965","DSUN","4","DSUN004","DSUN10217",8186,"2","10","DSUN004-10","GHFF",6,13.1,12.7,0.4,27.919418029683,0.537260482437438
"1966","DSUN","5","DSUN005","DSUN10219",10710,"2","10","DSUN005-10","GHFF",5,10.8,10.2,0.600000000000001,22.7067026217485,0.366998831673236
"1967","DSUN","5","DSUN005","DSUN10227",10718,"2","10","DSUN005-10","GHFF",12,20.4,16.1,4.3,37.788559900946,0.073850331468936
"1968","DSUN","6","DSUN006","DSUN10216",13229,"2","10","DSUN006-10","GHFF",2,18.5,11.7,6.8,25.2760453526735,0.0116362208943305
"1969","DSUN","6","DSUN006","DSUN10219",13232,"2","10","DSUN006-10","GHFF",15,12.2,10.1,2.1,22.7067026217485,0.314570427148489
"1970","DSUN","7","DSUN007","DSUN10219",15754,"2","10","DSUN007-10","GHFF",10,11.8,9,2.8,22.7067026217485,0.157285213574244
"1971","DSUN","7","DSUN007","DSUN10227",15762,"2","10","DSUN007-10","GHFF",6,15.8,12.8,3,37.788559900946,0.0529260708860708
"1972","DSUN","10","DSUN010","DSUN01020",23122,"2","1","DSUN010-1","GHFF",9,18.5,15.2,3.3,26.2441718027305,0.103919176713703
"1973","DSUN","10","DSUN010","DSUN02025",23127,"2","2","DSUN010-2","GHFF",10,24.3,20.7,3.6,27.914595100748,0.0995098717266848
"1974","DSUN","10","DSUN010","DSUN03053",23155,"2","3","DSUN010-3","GHFF",9,19.4,17.2,2.2,32.6195974129215,0.125412617425149
"1975","DSUN","10","DSUN010","DSUN03064",23166,"2","3","DSUN010-3","GHFF",7,15.5,14.1,1.4,57.0402493772725,0.0876574007755343
"1976","DSUN","10","DSUN010","DSUN03068",23170,"2","3","DSUN010-3","GHFF",5,14.6,13.2,1.4,33.1001886376875,0.107897529241334
"1977","DSUN","10","DSUN010","DSUN06111",23213,"2","6","DSUN010-6","GHFF",3,14.3,13.9,0.4,23.0548856212415,0.325310657498552
"1978","DSUN","10","DSUN010","DSUN06115",23217,"2","6","DSUN010-6","GHFF",8,15.4,14.7,0.700000000000001,53.5537537928,0.213403741459257
"1979","DSUN","10","DSUN010","DSUN06119",23221,"2","6","DSUN010-6","GHFF",16,16,13.4,2.6,41.752983238936,0.147386981156055
"1980","DSUN","10","DSUN010","DSUN06124",23226,"2","6","DSUN010-6","GHFF",4,14.2,13.2,1,12.932219644429,0.309304984757442
"1981","DSUN","10","DSUN010","DSUN08148",23250,"2","8","DSUN010-8","GHFF",5,13.5,13,0.5,27.0922711105,0.369108959496731
"1982","DSUN","10","DSUN010","DSUN09182",23284,"2","9","DSUN010-9","GHFF",1,9.4,9.4,0,16.275,NA
"1983","DSUN","10","DSUN010","DSUN09183",23285,"2","9","DSUN010-9","GHFF",6,16.4,15.8,0.599999999999998,14.499041698506,0.6897007545699
"1984","DSUN","10","DSUN010","DSUN09188",23290,"2","9","DSUN010-9","GHFF",1,10.4,10.4,0,27.4306639350275,NA
"1985","DSUN","10","DSUN010","DSUN09189",23291,"2","9","DSUN010-9","GHFF",2,13.6,13.4,0.199999999999999,17.84404977125,0.560410900451076
"1986","DSUN","10","DSUN010","DSUN09194",23296,"2","9","DSUN010-9","GHFF",9,17.4,16.1,1.3,78.639677184603,0.0880354188996139
"1987","DSUN","11","DSUN011","DSUN03053",25677,"2","3","DSUN011-3","GHFF",8,20.7,18.2,2.5,32.6195974129215,0.0981005362970051
"1988","DSUN","11","DSUN011","DSUN03068",25692,"2","3","DSUN011-3","GHFF",5,15,14.3,0.699999999999999,33.1001886376875,0.215795058482669
"1989","DSUN","11","DSUN011","DSUN04073",25697,"2","4","DSUN011-4","GHFF",4,13.5,13,0.5,36.833072365364,0.217196108992602
"1990","DSUN","11","DSUN011","DSUN04080",25704,"2","4","DSUN011-4","GHFF",4,16.2,15.7,0.5,47.9230469813075,0.166934293704664
"1991","DSUN","11","DSUN011","DSUN04083",25707,"2","4","DSUN011-4","GHFF",10,14.9,12.8,2.1,84.5301945558125,0.0563337726468929
"1992","DSUN","11","DSUN011","DSUN05102",25726,"2","5","DSUN011-5","GHFF",21,20,16.3,3.7,57.5484838022495,0.0986242434323495
"1993","DSUN","11","DSUN011","DSUN05103",25727,"2","5","DSUN011-5","GHFF",23,16.5,12.2,4.3,71.4317564128695,0.0748803820304585
"1994","DSUN","11","DSUN011","DSUN05104",25728,"2","5","DSUN011-5","GHFF",3,11.1,9.4,1.7,50.03512238296,0.0352693427797817
"1995","DSUN","11","DSUN011","DSUN06111",25735,"2","6","DSUN011-6","GHFF",8,15.7,13.6,2.1,23.0548856212415,0.165237159364344
"1996","DSUN","11","DSUN011","DSUN06115",25739,"2","6","DSUN011-6","GHFF",5,16,15.1,0.9,53.5537537928,0.103737929876028
"1997","DSUN","11","DSUN011","DSUN06119",25743,"2","6","DSUN011-6","GHFF",12,14.9,12.8,2.1,41.752983238936,0.136859339644909
"1998","DSUN","11","DSUN011","DSUN06124",25748,"2","6","DSUN011-6","GHFF",2,14.2,13.9,0.299999999999999,12.932219644429,0.515508307929071
"1999","DSUN","11","DSUN011","DSUN07129",25753,"2","7","DSUN011-7","GHFF",15,16.2,13,3.2,36.0777549,0.129927707890715
"2000","DSUN","11","DSUN011","DSUN07130",25754,"2","7","DSUN011-7","GHFF",4,15.3,15.1,0.200000000000001,30.296237591492,0.660147978428068
"2001","DSUN","11","DSUN011","DSUN07131",25755,"2","7","DSUN011-7","GHFF",3,15.1,14.8,0.299999999999999,59.978387597926,0.166726722749476
"2002","DSUN","11","DSUN011","DSUN07137",25761,"2","7","DSUN011-7","GHFF",11,23.2,20.4,2.8,78.1851119357115,0.0502470525565243
"2003","DSUN","11","DSUN011","DSUN09183",25807,"2","9","DSUN011-9","GHFF",10,18.9,17.2,1.7,14.499041698506,0.405706326217587
"2004","DSUN","11","DSUN011","DSUN09188",25812,"2","9","DSUN011-9","GHFF",4,10.9,9.3,1.6,27.4306639350275,0.0911388804121374
"2005","DSUN","11","DSUN011","DSUN09189",25813,"2","9","DSUN011-9","GHFF",16,17.8,15.2,2.6,17.84404977125,0.34486824643143
"2006","DSUN","12","DSUN012","DSUN03053",28199,"2","3","DSUN012-3","GHFF",7,19.1,17.9,1.2,32.6195974129215,0.178829102624749
"2007","DSUN","12","DSUN012","DSUN03061",28207,"2","3","DSUN012-3","GHFF",8,17.4,16.2,1.2,19.168913606803,0.347785315506909
"2008","DSUN","12","DSUN012","DSUN03064",28210,"2","3","DSUN012-3","GHFF",6,14.8,14,0.800000000000001,57.0402493772725,0.131486101163301
"2009","DSUN","12","DSUN012","DSUN03068",28214,"2","3","DSUN012-3","GHFF",2,14.3,14,0.300000000000001,33.1001886376875,0.20140872125049
"2010","DSUN","12","DSUN012","DSUN04073",28219,"2","4","DSUN012-4","GHFF",2,13,12.9,0.0999999999999996,36.833072365364,0.542990272481507
"2011","DSUN","12","DSUN012","DSUN04080",28226,"2","4","DSUN012-4","GHFF",3,16.1,15.8,0.300000000000001,47.9230469813075,0.20866786713083
"2012","DSUN","12","DSUN012","DSUN04082",28228,"2","4","DSUN012-4","GHFF",2,12.5,12.2,0.300000000000001,35.732907209873,0.186569389037135
"2013","DSUN","12","DSUN012","DSUN04083",28229,"2","4","DSUN012-4","GHFF",2,14.3,14,0.300000000000001,84.5301945558125,0.0788672817056498
"2014","DSUN","12","DSUN012","DSUN09182",28328,"2","9","DSUN012-9","GHFF",3,10.1,9.7,0.4,16.275,0.460829493087557
"2015","DSUN","12","DSUN012","DSUN09183",28329,"2","9","DSUN012-9","GHFF",1,17.7,17.7,0,14.499041698506,NA
"2016","DSUN","12","DSUN012","DSUN09188",28334,"2","9","DSUN012-9","GHFF",11,10.5,9.3,1.2,27.4306639350275,0.334175894844504
"2017","DSUN","12","DSUN012","DSUN09189",28335,"2","9","DSUN012-9","GHFF",16,17.3,15.1,2.2,17.84404977125,0.407571563964418
"2018","DSUN","12","DSUN012","DSUN09194",28340,"2","9","DSUN012-9","GHFF",10,18.5,17.3,1.2,78.639677184603,0.105968559786572
"2019","DSUN","13","DSUN013","DSUN04073",30741,"2","4","DSUN013-4","GHFF",5,12.5,11.8,0.699999999999999,36.833072365364,0.193925097314823
"2020","DSUN","13","DSUN013","DSUN04083",30751,"2","4","DSUN013-4","GHFF",6,13.9,13.2,0.700000000000001,84.5301945558125,0.101400790764407
"2021","DSUN","13","DSUN013","DSUN10214",30882,"2","10","DSUN013-10","GHFF",10,16.9,15.4,1.5,41.148758058097,0.162013800203986
"2022","DSUN","13","DSUN013","DSUN10217",30884,"2","10","DSUN013-10","GHFF",0,17,16.3,0.699999999999999,27.919418029683,0
"2023","DTOW","1","DTOW001","DTOW01010",296,"2","1","DTOW001-1","GHFF",1,19.1,19.1,0,3.8667561131195,NA
"2024","DTOW","1","DTOW001","DTOW02029",315,"1","2","DTOW001-2","GHFF",18,17.8,13.4,4.4,199,0.0205573321151211
"2025","DTOW","1","DTOW001","DTOW02030",316,"2","2","DTOW001-2","GHFF",38,15.6,12.1,3.5,46.0609326901265,0.235712614205708
"2026","DTOW","1","DTOW001","DTOW02033",319,"2","2","DTOW001-2","GHFF",125,14.4,10.7,3.7,17.786427667931,1.89941366611217
"2027","DTOW","2","DTOW002","DTOW02024",2832,"3","2","DTOW002-2","GHFF",5,13,9.2,3.8,32.722564788918,0.0402104627852956
"2028","DTOW","2","DTOW002","DTOW02028",2836,"1","2","DTOW002-2","GHFF",5,15.6,14.6,1,199,0.0251256281407035
"2029","DTOW","2","DTOW002","DTOW02029",2837,"1","2","DTOW002-2","GHFF",9,15.2,12,3.2,199,0.0141331658291457
"2030","DTOW","2","DTOW002","DTOW02031",2839,"2","2","DTOW002-2","GHFF",32,17.2,10.5,6.7,31.437611589894,0.151923735978735
"2031","DTOW","2","DTOW002","DTOW02033",2841,"2","2","DTOW002-2","GHFF",53,18.9,11.1,7.8,17.786427667931,0.382025661461125
"2032","DTOW","2","DTOW002","DTOW03038",2846,"2","3","DTOW002-3","GHFF",10,14.4,11.9,2.5,20.96853055899,0.190762055965102
"2033","DTOW","2","DTOW002","DTOW03039",2847,"2","3","DTOW002-3","GHFF",2,15.4,15.4,0,55.6138655831255,NA
"2034","DTOW","2","DTOW002","DTOW03049",2857,"2","3","DTOW002-3","GHFF",1,13.7,13.7,0,69.944858908588,NA
"2035","DTOW","2","DTOW002","DTOW04056",2864,"2","4","DTOW002-4","GHFF",2,14.7,14.6,0.0999999999999996,37.176902527355,0.537968433095897
"2036","DTOW","3","DTOW003","DTOW02028",5358,"1","2","DTOW003-2","GHFF",22,23.8,15.7,8.1,199,0.0136484893603822
"2037","DTOW","3","DTOW003","DTOW02029",5359,"1","2","DTOW003-2","GHFF",35,18.8,9.9,8.9,199,0.0197617299983061
"2038","DTOW","3","DTOW003","DTOW03038",5368,"2","3","DTOW003-3","GHFF",11,12.6,10,2.6,20.96853055899,0.201767559193858
"2039","DTOW","3","DTOW003","DTOW03049",5379,"2","3","DTOW003-3","GHFF",15,16.3,11,5.3,69.944858908588,0.0404631408713555
"2040","DTOW","3","DTOW003","DTOW04059",5389,"2","4","DTOW003-4","GHFF",1,13.5,13.5,0,15.170543252453,NA
"2041","DTOW","4","DTOW004","DTOW01008",7860,"3","1","DTOW004-1","GHFF",1,11.3,11.3,0,5.8232,NA
"2042","DTOW","4","DTOW004","DTOW01009",7861,"3","1","DTOW004-1","GHFF",4,13.5,11.4,2.1,8.4730183527985,0.224803231322259
"2043","DTOW","4","DTOW004","DTOW02024",7876,"3","2","DTOW004-2","GHFF",2,11.9,11.7,0.200000000000001,32.722564788918,0.305599517168245
"2044","DTOW","4","DTOW004","DTOW02028",7880,"1","2","DTOW004-2","GHFF",7,16.3,12.3,4,199,0.00879396984924623
"2045","DTOW","4","DTOW004","DTOW02029",7881,"1","2","DTOW004-2","GHFF",17,15.7,10.8,4.9,199,0.0174341093221208
"2046","DTOW","4","DTOW004","DTOW02033",7885,"2","2","DTOW004-2","GHFF",21,16.4,10.6,5.8,17.786427667931,0.203564747388849
"2047","DTOW","4","DTOW004","DTOW02034",7886,"2","2","DTOW004-2","GHFF",19,13.2,10.8,2.4,70.659044603086,0.112040386494568
"2048","DTOW","4","DTOW004","DTOW03049",7901,"2","3","DTOW004-3","GHFF",2,13.9,10,3.9,69.944858908588,0.00733178279036527
"2049","DTOW","4","DTOW004","DTOW04059",7911,"2","4","DTOW004-4","GHFF",6,14.2,10.8,3.4,15.170543252453,0.116324501567707
"2050","DTOW","4","DTOW004","DTOW04063",7915,"2","4","DTOW004-4","GHFF",4,8.7,7.9,0.799999999999999,14.7703897233735,0.338515103097633
"2051","DTOW","4","DTOW004","DTOW04068",7920,"2","4","DTOW004-4","GHFF",1,13.1,13.1,0,60.8076794781935,NA
"2052","DTOW","5","DTOW005","DTOW02024",10398,"3","2","DTOW005-2","GHFF",3,13.7,13.2,0.5,32.722564788918,0.183359710300948
"2053","DTOW","5","DTOW005","DTOW02028",10402,"1","2","DTOW005-2","GHFF",2,18,15.7,2.3,199,0.00436967445925278
"2054","DTOW","5","DTOW005","DTOW02029",10403,"1","2","DTOW005-2","GHFF",5,17.7,10.7,7,199,0.00358937544867193
