"","site.code","session","site.accession","tree.accession","id","crowngroup","subplot","rep","species","count","max","min","height.diff","value_dirichlet","vert.density"
"800","DSUN","2","DSUN002","DSUN04083",3009,"2","4","DSUN002-4","BFF",7,19.5,15.6,3.9,84.5301945558125,0.0212334989207519
"801","DSUN","2","DSUN002","DSUN05096",3022,"3","5","DSUN002-5","BFF",7,17.8,15,2.8,5.847418925,0.427539061604005
"802","DSUN","2","DSUN002","DSUN05102",3028,"2","5","DSUN002-5","BFF",66,24.2,15.3,8.9,57.5484838022495,0.128860568465381
"803","DSUN","2","DSUN002","DSUN05103",3029,"2","5","DSUN002-5","BFF",23,20.3,16.2,4.1,71.4317564128695,0.0785330835929199
"804","DSUN","2","DSUN002","DSUN05104",3030,"2","5","DSUN002-5","BFF",3,12.7,10.6,2.1,50.03512238296,0.0285513727264899
"805","DSUN","2","DSUN002","DSUN05105",3031,"2","5","DSUN002-5","BFF",48,17.2,10.7,6.5,13.5533400225,0.544855760451382
"806","DSUN","2","DSUN002","DSUN06111",3037,"2","6","DSUN002-6","BFF",17,20.6,14,6.6,23.0548856212415,0.11172285207021
"807","DSUN","2","DSUN002","DSUN06115",3041,"2","6","DSUN002-6","BFF",15,18.4,11.3,7.1,53.5537537928,0.0394496353049684
"808","DSUN","2","DSUN002","DSUN06119",3045,"2","6","DSUN002-6","BFF",25,18.1,15.3,2.8,41.752983238936,0.21384271819517
"809","DSUN","2","DSUN002","DSUN06124",3050,"2","6","DSUN002-6","BFF",29,22.5,16.5,6,12.932219644429,0.373743523248575
"810","DSUN","2","DSUN002","DSUN07129",3055,"2","7","DSUN002-7","BFF",18,17.5,12.4,5.1,36.0777549,0.0978279212353616
"811","DSUN","2","DSUN002","DSUN07130",3056,"2","7","DSUN002-7","BFF",30,20.7,19.1,1.6,30.296237591492,0.618888729776318
"812","DSUN","2","DSUN002","DSUN07131",3057,"2","7","DSUN002-7","BFF",7,19.4,15.8,3.6,59.978387597926,0.0324190849790647
"813","DSUN","2","DSUN002","DSUN07137",3063,"2","7","DSUN002-7","BFF",29,28.6,14.9,13.7,78.1851119357115,0.027074058842666
"814","DSUN","2","DSUN002","DSUN07146",3072,"2","7","DSUN002-7","BFF",39,18.1,12,6.1,33.1306303359375,0.192976787888509
"815","DSUN","2","DSUN002","DSUN08148",3074,"2","8","DSUN002-8","BFF",1,13.1,13.1,0,27.0922711105,NA
"816","DSUN","2","DSUN002","DSUN08149",3075,"2","8","DSUN002-8","BFF",4,13.8,13.1,0.700000000000001,46.3249964349095,0.123352102623791
"817","DSUN","2","DSUN002","DSUN08152",3078,"2","8","DSUN002-8","BFF",1,15.8,15.8,0,45.9417150541145,NA
"818","DSUN","2","DSUN002","DSUN08153",3079,"2","8","DSUN002-8","BFF",6,17.1,16.6,0.5,25.6440847679995,0.467944171475148
"819","DSUN","2","DSUN002","DSUN08164",3090,"2","8","DSUN002-8","BFF",7,22.7,18.8,3.9,64.3910836725885,0.0278745393383693
"820","DSUN","2","DSUN002","DSUN08168",3094,"2","8","DSUN002-8","BFF",1,14.6,14.6,0,31.430962115533,NA
"821","DSUN","2","DSUN002","DSUN09183",3109,"2","9","DSUN002-9","BFF",45,18,11.9,6.1,14.499041698506,0.508795638617138
"822","DSUN","2","DSUN002","DSUN09185",3111,"2","9","DSUN002-9","BFF",21,21.5,14.1,7.4,14.0826040480205,0.201513713526351
"823","DSUN","2","DSUN002","DSUN10216",3141,"2","10","DSUN002-10","BFF",6,16.8,10.8,6,25.2760453526735,0.0395631510407235
"824","DSUN","2","DSUN002","DSUN10217",3142,"2","10","DSUN002-10","BFF",28,23.8,18,5.8,27.919418029683,0.172911419635038
"825","DSUN","2","DSUN002","DSUN10219",3144,"2","10","DSUN002-10","BFF",9,24.4,15.9,8.5,22.7067026217485,0.0466304397890702
"826","DSUN","2","DSUN002","DSUN10227",3152,"2","10","DSUN002-10","BFF",15,19.2,13.8,5.4,37.788559900946,0.0735084317862094
"827","DSUN","3","DSUN003","DSUN01007",5455,"2","1","DSUN003-1","BFF",3,21.9,16.1,5.8,16.060388014055,0.0322060325602152
"828","DSUN","3","DSUN003","DSUN01020",5468,"2","1","DSUN003-1","BFF",5,22.3,21.1,1.2,26.2441718027305,0.158765408868157
"829","DSUN","3","DSUN003","DSUN02025",5473,"2","2","DSUN003-2","BFF",12,23.2,21.4,1.8,27.914595100748,0.238823692144043
"830","DSUN","3","DSUN003","DSUN02038",5486,"2","2","DSUN003-2","BFF",2,16,15.7,0.300000000000001,14.243480802598,0.468050384527542
"831","DSUN","3","DSUN003","DSUN02045",5493,"2","2","DSUN003-2","BFF",3,22.1,20.3,1.8,25.156320337628,0.0662524027480172
"832","DSUN","3","DSUN003","DSUN03053",5501,"2","3","DSUN003-3","BFF",6,16.8,14.4,2.4,32.6195974129215,0.0766410439820352
"833","DSUN","3","DSUN003","DSUN03068",5516,"2","3","DSUN003-3","BFF",4,16.1,15.2,0.900000000000002,33.1001886376875,0.13427248083366
"834","DSUN","3","DSUN003","DSUN05102",5550,"2","5","DSUN003-5","BFF",2,16.2,16.2,0,57.5484838022495,NA
"835","DSUN","3","DSUN003","DSUN05103",5551,"2","5","DSUN003-5","BFF",6,22.4,17.2,5.2,71.4317564128695,0.0161531258895136
"836","DSUN","3","DSUN003","DSUN07131",5579,"2","7","DSUN003-7","BFF",1,16.8,16.8,0,59.978387597926,NA
"837","DSUN","3","DSUN003","DSUN07137",5585,"2","7","DSUN003-7","BFF",3,19.9,16.5,3.4,78.1851119357115,0.0112854342640322
"838","DSUN","3","DSUN003","DSUN10214",5662,"2","10","DSUN003-10","BFF",24,18.1,15.1,3,41.148758058097,0.194416560244783
"839","DSUN","3","DSUN003","DSUN10216",5663,"2","10","DSUN003-10","BFF",1,10.3,10.3,0,25.2760453526735,NA
"840","DSUN","3","DSUN003","DSUN10217",5664,"2","10","DSUN003-10","BFF",21,17,12.5,4.5,27.919418029683,0.167147705647203
"841","DSUN","3","DSUN003","DSUN10219",5666,"2","10","DSUN003-10","BFF",4,12.4,11.9,0.5,22.7067026217485,0.352318878406308
"842","DSUN","3","DSUN003","DSUN10227",5674,"2","10","DSUN003-10","BFF",5,17.1,13.6,3.5,37.788559900946,0.0378043363471934
"843","DSUN","4","DSUN004","DSUN01001",7971,"2","1","DSUN004-1","BFF",4,13.4,12.7,0.700000000000001,40.1289211621035,0.142398189355813
"844","DSUN","4","DSUN004","DSUN01004",7974,"2","1","DSUN004-1","BFF",6,22.3,20.1,2.2,70.0122488752625,0.0389542225979883
"845","DSUN","4","DSUN004","DSUN01007",7977,"2","1","DSUN004-1","BFF",18,20,17.1,2.9,16.060388014055,0.386472390722582
"846","DSUN","4","DSUN004","DSUN01020",7990,"2","1","DSUN004-1","BFF",23,19.2,15.5,3.7,26.2441718027305,0.236860826203305
"847","DSUN","4","DSUN004","DSUN02025",7995,"2","2","DSUN004-2","BFF",15,19,16.1,2.9,27.914595100748,0.185294243904861
"848","DSUN","4","DSUN004","DSUN02045",8015,"2","2","DSUN004-2","BFF",9,21.1,17.4,3.7,25.156320337628,0.0966926959025115
"849","DSUN","4","DSUN004","DSUN03053",8023,"2","3","DSUN004-3","BFF",27,20,16.1,3.9,32.6195974129215,0.212236737181021
"850","DSUN","4","DSUN004","DSUN03061",8031,"2","3","DSUN004-3","BFF",7,17,16.3,0.699999999999999,19.168913606803,0.521677973260364
"851","DSUN","4","DSUN004","DSUN03064",8034,"2","3","DSUN004-3","BFF",14,19.7,17.1,2.6,57.0402493772725,0.0944002777582678
"852","DSUN","4","DSUN004","DSUN05102",8072,"2","5","DSUN004-5","BFF",7,15.2,10.1,5.1,57.5484838022495,0.0238503072352741
"853","DSUN","4","DSUN004","DSUN05103",8073,"2","5","DSUN004-5","BFF",8,19.1,12.8,6.3,71.4317564128695,0.0177769851059198
"854","DSUN","4","DSUN004","DSUN05104",8074,"2","5","DSUN004-5","BFF",9,13.4,11.2,2.2,50.03512238296,0.081760749171312
"855","DSUN","4","DSUN004","DSUN05105",8075,"2","5","DSUN004-5","BFF",15,20.3,14.1,6.2,13.5533400225,0.17850617151885
"856","DSUN","4","DSUN004","DSUN06111",8081,"2","6","DSUN004-6","BFF",10,17.1,13.5,3.6,23.0548856212415,0.120485428703168
"857","DSUN","4","DSUN004","DSUN06115",8085,"2","6","DSUN004-6","BFF",3,12.6,12,0.6,53.5537537928,0.0933641368884253
"858","DSUN","4","DSUN004","DSUN06119",8089,"2","6","DSUN004-6","BFF",8,15.6,13.2,2.4,41.752983238936,0.0798346147928633
"859","DSUN","4","DSUN004","DSUN07129",8099,"2","7","DSUN004-7","BFF",9,15,13.1,1.9,36.0777549,0.131295367973775
"860","DSUN","4","DSUN004","DSUN07130",8100,"2","7","DSUN004-7","BFF",18,16.7,14.4,2.3,30.296237591492,0.258318774167506
"861","DSUN","4","DSUN004","DSUN07131",8101,"2","7","DSUN004-7","BFF",4,16.9,13.3,3.6,59.978387597926,0.0185251914166084
"862","DSUN","4","DSUN004","DSUN07137",8107,"2","7","DSUN004-7","BFF",20,20.1,18,2.1,78.1851119357115,0.121811036500665
"863","DSUN","4","DSUN004","DSUN07146",8116,"2","7","DSUN004-7","BFF",5,13.5,12.8,0.699999999999999,33.1306303359375,0.215596777677639
"864","DSUN","4","DSUN004","DSUN10214",8184,"2","10","DSUN004-10","BFF",19,18.9,16.6,2.3,41.148758058097,0.200756230687548
"865","DSUN","4","DSUN004","DSUN10216",8185,"2","10","DSUN004-10","BFF",7,14.4,13.4,1,25.2760453526735,0.276942057285065
"866","DSUN","4","DSUN004","DSUN10217",8186,"2","10","DSUN004-10","BFF",20,15.2,13.9,1.3,27.919418029683,0.551036392243527
"867","DSUN","4","DSUN004","DSUN10219",8188,"2","10","DSUN004-10","BFF",8,13.1,12.5,0.6,22.7067026217485,0.58719813067718
"868","DSUN","4","DSUN004","DSUN10227",8196,"2","10","DSUN004-10","BFF",3,16,15.6,0.4,37.788559900946,0.198472765822765
"869","DSUN","5","DSUN005","DSUN01001",10493,"2","1","DSUN005-1","BFF",19,17.9,11.6,6.3,40.1289211621035,0.0751545999377903
"870","DSUN","5","DSUN005","DSUN01004",10496,"2","1","DSUN005-1","BFF",35,19.6,12.1,7.5,70.0122488752625,0.0666550031121132
"871","DSUN","5","DSUN005","DSUN01007",10499,"2","1","DSUN005-1","BFF",85,15.6,9.7,5.9,16.060388014055,0.897038082044411
"872","DSUN","5","DSUN005","DSUN01020",10512,"2","1","DSUN005-1","BFF",57,24,16.5,7.5,26.2441718027305,0.289588105775519
"873","DSUN","5","DSUN005","DSUN02024",10516,"2","2","DSUN005-2","BFF",12,13.8,8.9,4.9,9.469100375,0.258628538599342
"874","DSUN","5","DSUN005","DSUN02025",10517,"2","2","DSUN005-2","BFF",101,21.8,9.1,12.7,27.914595100748,0.284895979211202
"875","DSUN","5","DSUN005","DSUN02038",10530,"2","2","DSUN005-2","BFF",14,18.3,16.6,1.7,14.243480802598,0.578179886769318
"876","DSUN","5","DSUN005","DSUN02044",10536,"2","2","DSUN005-2","BFF",50,19,11.9,7.1,28.436473145208,0.247648626648115
"877","DSUN","5","DSUN005","DSUN02045",10537,"2","2","DSUN005-2","BFF",46,21.3,12.1,9.2,25.156320337628,0.198757208244052
"878","DSUN","5","DSUN005","DSUN03052",10544,"3","3","DSUN005-3","BFF",11,14.6,12.1,2.5,9.0307499074805,0.487224211176009
"879","DSUN","5","DSUN005","DSUN03053",10545,"2","3","DSUN005-3","BFF",39,15.4,9.9,5.5,32.6195974129215,0.217381870203591
"880","DSUN","5","DSUN005","DSUN03061",10553,"2","3","DSUN005-3","BFF",5,17.1,16,1.1,19.168913606803,0.237126351481983
"881","DSUN","5","DSUN005","DSUN03068",10560,"2","3","DSUN005-3","BFF",25,12.2,9.6,2.6,33.1001886376875,0.290493347957439
"882","DSUN","5","DSUN005","DSUN04083",10575,"2","4","DSUN005-4","BFF",4,18,14.2,3.8,84.5301945558125,0.0124527286903658
"883","DSUN","5","DSUN005","DSUN05102",10594,"2","5","DSUN005-5","BFF",43,18,11.1,6.9,57.5484838022495,0.1082892831614
"884","DSUN","5","DSUN005","DSUN05103",10595,"2","5","DSUN005-5","BFF",13,16.9,14.1,2.8,71.4317564128695,0.0649971017935192
"885","DSUN","5","DSUN005","DSUN05104",10596,"2","5","DSUN005-5","BFF",6,12.9,11.5,1.4,50.03512238296,0.0856541181794697
"886","DSUN","5","DSUN005","DSUN05105",10597,"2","5","DSUN005-5","BFF",19,17.8,9.9,7.9,13.5533400225,0.177451704682873
"887","DSUN","5","DSUN005","DSUN06111",10603,"2","6","DSUN005-6","BFF",31,18.7,12.7,6,23.0548856212415,0.224102897387892
"888","DSUN","5","DSUN005","DSUN06115",10607,"2","6","DSUN005-6","BFF",11,17.6,11,6.6,53.5537537928,0.0311213789628084
"889","DSUN","5","DSUN005","DSUN06119",10611,"2","6","DSUN005-6","BFF",33,19.8,12.4,7.4,41.752983238936,0.106805768439101
"890","DSUN","5","DSUN005","DSUN06124",10616,"2","6","DSUN005-6","BFF",13,11.2,8.8,2.4,12.932219644429,0.418850500192369
"891","DSUN","5","DSUN005","DSUN07129",10621,"2","7","DSUN005-7","BFF",25,22.9,11,11.9,36.0777549,0.0582309054972391
"892","DSUN","5","DSUN005","DSUN07130",10622,"2","7","DSUN005-7","BFF",17,30.5,22.7,7.8,30.296237591492,0.0719392027774181
"893","DSUN","5","DSUN005","DSUN07137",10629,"2","7","DSUN005-7","BFF",27,27.5,15.6,11.9,78.1851119357115,0.0290196881075113
"894","DSUN","5","DSUN005","DSUN07146",10638,"2","7","DSUN005-7","BFF",1,9.3,9.3,0,33.1306303359375,NA
"895","DSUN","5","DSUN005","DSUN08148",10640,"2","8","DSUN005-8","BFF",16,17.5,12.9,4.6,27.0922711105,0.128385725042341
"896","DSUN","5","DSUN005","DSUN08152",10644,"2","8","DSUN005-8","BFF",41,27,12.6,14.4,45.9417150541145,0.0619746611302711
"897","DSUN","5","DSUN005","DSUN08153",10645,"2","8","DSUN005-8","BFF",21,19.5,8.6,10.9,25.6440847679995,0.0751286513836247
"898","DSUN","5","DSUN005","DSUN08164",10656,"2","8","DSUN005-8","BFF",42,23.3,12.8,10.5,64.3910836725885,0.0621204019540801
"899","DSUN","5","DSUN005","DSUN09183",10675,"2","9","DSUN005-9","BFF",29,19.1,13.1,6,14.499041698506,0.333355364708784
"900","DSUN","5","DSUN005","DSUN10216",10707,"2","10","DSUN005-10","BFF",3,14.7,13.4,1.3,25.2760453526735,0.0912995793247467
"901","DSUN","5","DSUN005","DSUN10217",10708,"2","10","DSUN005-10","BFF",23,22.2,15,7.2,27.919418029683,0.114416584222788
"902","DSUN","5","DSUN005","DSUN10219",10710,"2","10","DSUN005-10","BFF",8,12.2,9.7,2.5,22.7067026217485,0.140927551362523
"903","DSUN","5","DSUN005","DSUN10227",10718,"2","10","DSUN005-10","BFF",3,20.4,18.8,1.6,37.788559900946,0.0496181914556914
"904","DSUN","6","DSUN006","DSUN01004",13018,"2","1","DSUN006-1","BFF",32,19.1,12,7.1,70.0122488752625,0.0643750533074735
"905","DSUN","6","DSUN006","DSUN01007",13021,"2","1","DSUN006-1","BFF",66,14.4,9.7,4.7,16.060388014055,0.874359522273076
"906","DSUN","6","DSUN006","DSUN01020",13034,"2","1","DSUN006-1","BFF",51,25.6,12.2,13.4,26.2441718027305,0.145021537652705
"907","DSUN","6","DSUN006","DSUN02024",13038,"2","2","DSUN006-2","BFF",6,17.1,11.7,5.4,9.469100375,0.117340725845998
"908","DSUN","6","DSUN006","DSUN02025",13039,"2","2","DSUN006-2","BFF",82,28.8,12.2,16.6,27.914595100748,0.176959723697093
"909","DSUN","6","DSUN006","DSUN02038",13052,"2","2","DSUN006-2","BFF",6,19.2,14.8,4.4,14.243480802598,0.095737578653361
"910","DSUN","6","DSUN006","DSUN02044",13058,"2","2","DSUN006-2","BFF",51,23,12.2,10.8,28.436473145208,0.166062162424597
"911","DSUN","6","DSUN006","DSUN02045",13059,"2","2","DSUN006-2","BFF",59,21.3,11.9,9.4,25.156320337628,0.249503729497852
"912","DSUN","6","DSUN006","DSUN03052",13066,"3","3","DSUN006-3","BFF",10,13.3,10.5,2.8,9.0307499074805,0.395474197383124
"913","DSUN","6","DSUN006","DSUN03053",13067,"2","3","DSUN006-3","BFF",48,19.2,10.2,9,32.6195974129215,0.163500893828342
"914","DSUN","6","DSUN006","DSUN03061",13075,"2","3","DSUN006-3","BFF",6,20.7,18.8,1.9,19.168913606803,0.164740412608536
"915","DSUN","6","DSUN006","DSUN03064",13078,"2","3","DSUN006-3","BFF",9,18.1,14.1,4,57.0402493772725,0.0394458303489904
"916","DSUN","6","DSUN006","DSUN03068",13082,"2","3","DSUN006-3","BFF",7,13.4,12.8,0.6,33.1001886376875,0.352465262188359
"917","DSUN","6","DSUN006","DSUN04080",13094,"2","4","DSUN006-4","BFF",3,14.6,13.4,1.2,47.9230469813075,0.0521669667827075
"918","DSUN","6","DSUN006","DSUN04083",13097,"2","4","DSUN006-4","BFF",10,13.7,10.9,2.8,84.5301945558125,0.0422503294851697
"919","DSUN","6","DSUN006","DSUN05102",13116,"2","5","DSUN006-5","BFF",25,16.4,14,2.4,57.5484838022495,0.181006795981991
"920","DSUN","6","DSUN006","DSUN05103",13117,"2","5","DSUN006-5","BFF",5,14.5,12.6,1.9,71.4317564128695,0.0368404625550311
"921","DSUN","6","DSUN006","DSUN05104",13118,"2","5","DSUN006-5","BFF",6,16.7,13.1,3.6,50.03512238296,0.0333099348475716
"922","DSUN","6","DSUN006","DSUN05105",13119,"2","5","DSUN006-5","BFF",8,13,11.7,1.3,13.5533400225,0.454046467042818
"923","DSUN","6","DSUN006","DSUN06111",13125,"2","6","DSUN006-6","BFF",6,13.2,12.1,1.1,23.0548856212415,0.236589569089857
"924","DSUN","6","DSUN006","DSUN06115",13129,"2","6","DSUN006-6","BFF",11,14.8,12.5,2.3,53.5537537928,0.0893048265889284
"925","DSUN","6","DSUN006","DSUN06119",13133,"2","6","DSUN006-6","BFF",17,15.6,11.9,3.7,41.752983238936,0.110042306876649
"926","DSUN","6","DSUN006","DSUN06124",13138,"2","6","DSUN006-6","BFF",3,13.7,13.3,0.399999999999999,12.932219644429,0.579946846420205
"927","DSUN","6","DSUN006","DSUN07129",13143,"2","7","DSUN006-7","BFF",19,15.7,12.9,2.8,36.0777549,0.188085824756082
"928","DSUN","6","DSUN006","DSUN07131",13145,"2","7","DSUN006-7","BFF",10,14.9,13.2,1.7,59.978387597926,0.0980745427938092
"929","DSUN","6","DSUN006","DSUN07137",13151,"2","7","DSUN006-7","BFF",23,15.6,13.5,2.1,78.1851119357115,0.140082691975765
"930","DSUN","6","DSUN006","DSUN07146",13160,"2","7","DSUN006-7","BFF",36,15.7,12,3.7,33.1306303359375,0.293677772836567
"931","DSUN","6","DSUN006","DSUN08148",13162,"2","8","DSUN006-8","BFF",4,11.2,10.8,0.399999999999999,27.0922711105,0.369108959496732
"932","DSUN","6","DSUN006","DSUN08152",13166,"2","8","DSUN006-8","BFF",24,12.5,9.4,3.1,45.9417150541145,0.168516466456504
"933","DSUN","6","DSUN006","DSUN08153",13167,"2","8","DSUN006-8","BFF",32,13.5,10.8,2.7,25.6440847679995,0.462167082938418
"934","DSUN","6","DSUN006","DSUN08164",13178,"2","8","DSUN006-8","BFF",19,16,15.2,0.800000000000001,64.3910836725885,0.36883988660235
"935","DSUN","6","DSUN006","DSUN08168",13182,"2","8","DSUN006-8","BFF",6,12.1,10.1,2,31.430962115533,0.0954472850360956
"936","DSUN","6","DSUN006","DSUN09183",13197,"2","9","DSUN006-9","BFF",20,14.2,11.4,2.8,14.499041698506,0.492643396121356
"937","DSUN","6","DSUN006","DSUN09188",13202,"2","9","DSUN006-9","BFF",2,14.6,13,1.6,27.4306639350275,0.0455694402060687
"938","DSUN","6","DSUN006","DSUN09189",13203,"2","9","DSUN006-9","BFF",15,14.3,13.3,1,17.84404977125,0.840616350676612
